"year","region","age","sex","n","mean_income"
"2000","GM052","15_25","F",967,1581.1
"2000","GM053","15_25","F",841,1598.78
"2000","GM054","15_25","F",295,1565.2
"2000","GM055","15_25","F",886,1584.28
"2000","GM056","15_25","F",763,1608.18
"2000","GM057","15_25","F",987,1564.93
"2000","GM058","15_25","F",1112,1594.1
"2000","GM059","15_25","F",508,1541.86
"2000","GM060","15_25","F",763,1601.84
"2000","GM061","15_25","F",900,1584.7
"2000","GM062","15_25","F",788,1562.88
"2000","GM063","15_25","F",209,1590.7
"2000","GM064","15_25","F",830,1601.29
"2000","GM065","15_25","F",664,1612.98
"2000","GM066","15_25","F",411,1626.61
"2000","GM067","15_25","F",1011,1572.21
"2000","GM068","15_25","F",303,1592.41
"2000","GM069","15_25","F",414,1576.94
"2000","GM070","15_25","F",1057,1596.25
"2000","GM071","15_25","F",510,1601.76
"2000","GM072","15_25","F",393,1577.21
"2000","GM073","15_25","F",904,1584.58
"2000","GM074","15_25","F",558,1586.44
"2000","GM075","15_25","F",336,1583.11
"2000","GM076","15_25","F",1033,1581.08
"2000","GM077","15_25","F",191,1613.8
"2000","GM078","15_25","F",971,1593.89
"2000","GM079","15_25","F",157,1557.84
"2000","GM080","15_25","F",835,1610.82
"2000","GM081","15_25","F",600,1601.21
"2000","GM082","15_25","F",588,1566.43
"2000","GM083","15_25","F",883,1567.81
"2000","GM084","15_25","F",896,1581.37
"2000","GM085","15_25","F",896,1564.22
"2000","GM086","15_25","F",444,1605.1
"2000","GM087","15_25","F",237,1569.71
"2000","GM088","15_25","F",700,1553.88
"2000","GM089","15_25","F",158,1607.08
"2000","GM090","15_25","F",739,1570.33
"2000","GM091","15_25","F",639,1595.6
"2000","GM092","15_25","F",531,1563.43
"2000","GM093","15_25","F",1054,1596.52
"2000","GM094","15_25","F",545,1555
"2000","GM095","15_25","F",620,1578.92
"2000","GM096","15_25","F",760,1587.57
"2000","GM097","15_25","F",780,1569.75
"2000","GM098","15_25","F",990,1592.45
"2000","GM099","15_25","F",277,1618.63
"2000","GM100","15_25","F",682,1554.38
"2000","GM001","15_25","M",794,2082.4
"2000","GM002","15_25","M",1250,2072.04
"2000","GM003","15_25","M",437,2074.74
"2000","GM004","15_25","M",2339,2077.73
"2000","GM005","15_25","M",528,2090.67
"2000","GM006","15_25","M",391,2089.27
"2000","GM007","15_25","M",417,2080.27
"2000","GM008","15_25","M",2069,2080.35
"2000","GM009","15_25","M",1340,2083.05
"2000","GM010","15_25","M",2220,2074.72
"2000","GM011","15_25","M",1596,2085.25
"2000","GM012","15_25","M",758,2093.06
"2000","GM013","15_25","M",1499,2080.88
"2000","GM014","15_25","M",454,2107.6
"2000","GM015","15_25","M",1859,2091.22
"2000","GM016","15_25","M",321,2078.34
"2000","GM017","15_25","M",1449,2082.49
"2000","GM018","15_25","M",2030,2092.13
"2000","GM019","15_25","M",464,2047.08
"2000","GM020","15_25","M",539,2053.87
"2000","GM021","15_25","M",2129,2092.94
"2000","GM022","15_25","M",2513,2080.45
"2000","GM023","15_25","M",2075,2076.6
"2000","GM024","15_25","M",2076,2082.47
"2000","GM025","15_25","M",904,2071.29
"2000","GM026","15_25","M",1694,2083.46
"2000","GM027","15_25","M",774,2068.8
"2000","GM028","15_25","M",369,2073.26
"2000","GM029","15_25","M",2237,2085.89
"2000","GM030","15_25","M",617,2104.33
"2000","GM031","15_25","M",2460,2076.84
"2000","GM032","15_25","M",656,2092
"2000","GM033","15_25","M",584,2078.82
"2000","GM034","15_25","M",1290,2112.56
"2000","GM035","15_25","M",1590,2093.7
"2000","GM036","15_25","M",430,2089.81
"2000","GM037","15_25","M",475,2062.32
"2000","GM038","15_25","M",1147,2072.75
"2000","GM039","15_25","M",1012,2085.52
"2000","GM040","15_25","M",748,2081.17
"2000","GM041","15_25","M",766,2060.39
"2000","GM042","15_25","M",2375,2087.72
"2000","GM043","15_25","M",1153,2102.49
"2000","GM044","15_25","M",449,2054.02
"2000","GM045","15_25","M",1284,2068.5
"2000","GM046","15_25","M",1066,2067.89
"2000","GM047","15_25","M",1135,2071.27
"2000","GM048","15_25","M",501,2078.7
"2000","GM049","15_25","M",328,2128.48
"2000","GM050","15_25","M",1677,2077.35
"2000","GM051","15_25","M",1827,2099.62
"2000","GM052","15_25","M",2206,2094.28
"2000","GM053","15_25","M",2049,2075.73
"2000","GM054","15_25","M",759,2094.49
"2000","GM055","15_25","M",2108,2105.55
"2000","GM056","15_25","M",1745,2088.55
"2000","GM057","15_25","M",2240,2104.21
"2000","GM058","15_25","M",2398,2103.94
"2000","GM059","15_25","M",1198,2098.15
"2000","GM060","15_25","M",1810,2088.77
"2000","GM061","15_25","M",2107,2087.74
"2000","GM062","15_25","M",1847,2076.16
"2000","GM063","15_25","M",511,2055.94
"2000","GM064","15_25","M",1984,2082.5
"2000","GM065","15_25","M",1571,2062.11
"2000","GM066","15_25","M",973,2072.42
"2000","GM067","15_25","M",2353,2076.83
"2000","GM068","15_25","M",695,2085.59
"2000","GM069","15_25","M",880,2092.93
"2000","GM070","15_25","M",2358,2078.27
"2000","GM071","15_25","M",1139,2067.08
"2000","GM072","15_25","M",877,2086.17
"2000","GM073","15_25","M",2123,2083.18
"2000","GM074","15_25","M",1284,2091.1
"2000","GM075","15_25","M",720,2115.63
"2000","GM076","15_25","M",2466,2082.4
"2000","GM077","15_25","M",435,2107.15
"2000","GM078","15_25","M",2215,2090.36
"2000","GM079","15_25","M",330,2054.41
"2000","GM080","15_25","M",1926,2085.2
"2000","GM081","15_25","M",1415,2084.31
"2000","GM082","15_25","M",1305,2083.74
"2000","GM083","15_25","M",1983,2060.6
"2000","GM084","15_25","M",2086,2093.78
"2000","GM085","15_25","M",2256,2067.83
"2000","GM086","15_25","M",1127,2083.12
"2000","GM087","15_25","M",528,2090.19
"2000","GM088","15_25","M",1595,2068.03
"2000","GM089","15_25","M",328,2116.46
"2000","GM090","15_25","M",1647,2089.03
"2000","GM091","15_25","M",1531,2099.85
"2000","GM092","15_25","M",1276,2080.07
"2000","GM093","15_25","M",2456,2086.03
"2000","GM094","15_25","M",1210,2076.98
"2000","GM095","15_25","M",1421,2090.5
"2000","GM096","15_25","M",1850,2075.57
"2000","GM097","15_25","M",1815,2100.58
"2000","GM098","15_25","M",2226,2100
"2000","GM099","15_25","M",566,2105.25
"2000","GM100","15_25","M",1523,2101.75
"2000","GM001","25_35","F",320,1881.58
"2000","GM002","25_35","F",555,1889.8
"2000","GM003","25_35","F",183,1909.01
"2000","GM004","25_35","F",1055,1907.15
"2000","GM005","25_35","F",239,1897.94
"2000","GM006","25_35","F",154,1864.95
"2000","GM007","25_35","F",213,1894.89
"2000","GM008","25_35","F",890,1901.6
"2000","GM009","25_35","F",575,1858.18
"2000","GM010","25_35","F",902,1876.99
"2000","GM011","25_35","F",662,1877.52
"2000","GM012","25_35","F",296,1923.68
"2000","GM013","25_35","F",617,1905.53
"2000","GM014","25_35","F",188,1872.15
"2000","GM015","25_35","F",804,1893.39
"2000","GM016","25_35","F",130,1875.16
"2000","GM017","25_35","F",642,1883.72
"2000","GM018","25_35","F",826,1905.91
"2000","GM019","25_35","F",220,1886.17
"2000","GM020","25_35","F",258,1882.39
"2000","GM021","25_35","F",975,1902.57
"2000","GM022","25_35","F",1083,1891.67
"2000","GM023","25_35","F",921,1881.12
"2000","GM024","25_35","F",888,1886.7
"2000","GM025","25_35","F",383,1903.45
"2000","GM026","25_35","F",703,1884.19
"2000","GM027","25_35","F",334,1903.39
"2000","GM028","25_35","F",169,1930.41
"2000","GM029","25_35","F",882,1875.38
"2000","GM030","25_35","F",269,1891.86
"2000","GM031","25_35","F",1088,1890.62
"2000","GM032","25_35","F",309,1936.18
"2000","GM033","25_35","F",268,1895.03
"2000","GM034","25_35","F",554,1888.38
"2000","GM035","25_35","F",703,1885.84
"2000","GM036","25_35","F",180,1844.3
"2000","GM037","25_35","F",209,1909.13
"2000","GM038","25_35","F",533,1844.35
"2000","GM039","25_35","F",439,1897.68
"2000","GM040","25_35","F",323,1858.12
"2000","GM041","25_35","F",305,1876.97
"2000","GM042","25_35","F",1029,1881.84
"2000","GM043","25_35","F",483,1890.06
"2000","GM044","25_35","F",188,1886.29
"2000","GM045","25_35","F",566,1873.94
"2000","GM046","25_35","F",417,1867.59
"2000","GM047","25_35","F",450,1878.17
"2000","GM048","25_35","F",232,1875.02
"2000","GM049","25_35","F",124,1881.28
"2000","GM050","25_35","F",737,1877
"2000","GM051","25_35","F",769,1889.84
"2000","GM052","25_35","F",971,1858.98
"2000","GM053","25_35","F",867,1912.22
"2000","GM054","25_35","F",328,1893.01
"2000","GM055","25_35","F",894,1880.21
"2000","GM056","25_35","F",708,1898.88
"2000","GM057","25_35","F",966,1886.89
"2000","GM058","25_35","F",1080,1905.84
"2000","GM059","25_35","F",520,1859.61
"2000","GM060","25_35","F",788,1895.43
"2000","GM061","25_35","F",942,1894.69
"2000","GM062","25_35","F",810,1911.24
"2000","GM063","25_35","F",232,1890.85
"2000","GM064","25_35","F",865,1907.69
"2000","GM065","25_35","F",702,1863.78
"2000","GM066","25_35","F",426,1868.37
"2000","GM067","25_35","F",1012,1881.02
"2000","GM068","25_35","F",308,1896.6
"2000","GM069","25_35","F",385,1922.6
"2000","GM070","25_35","F",1054,1896.19
"2000","GM071","25_35","F",498,1862.97
"2000","GM072","25_35","F",346,1862.03
"2000","GM073","25_35","F",901,1911.1
"2000","GM074","25_35","F",563,1858.91
"2000","GM075","25_35","F",300,1872.05
"2000","GM076","25_35","F",1066,1882.14
"2000","GM077","25_35","F",221,1899.27
"2000","GM078","25_35","F",988,1875.41
"2000","GM079","25_35","F",123,1902.88
"2000","GM080","25_35","F",795,1892.25
"2000","GM081","25_35","F",605,1864.41
"2000","GM082","25_35","F",605,1871
"2000","GM083","25_35","F",848,1878.42
"2000","GM084","25_35","F",903,1881.34
"2000","GM085","25_35","F",971,1874.28
"2000","GM086","25_35","F",469,1880
"2000","GM087","25_35","F",221,1886.8
"2000","GM088","25_35","F",644,1904.37
"2000","GM089","25_35","F",144,1886.19
"2000","GM090","25_35","F",737,1908.36
"2000","GM091","25_35","F",667,1893.47
"2000","GM092","25_35","F",542,1875.64
"2000","GM093","25_35","F",1023,1897.61
"2000","GM094","25_35","F",558,1890.94
"2000","GM095","25_35","F",547,1894.93
"2000","GM096","25_35","F",797,1904.03
"2000","GM097","25_35","F",753,1888.34
"2000","GM098","25_35","F",949,1873.86
"2000","GM099","25_35","F",251,1934.39
"2000","GM100","25_35","F",643,1846.03
"2000","GM001","25_35","M",761,2376.01
"2000","GM002","25_35","M",1249,2378.61
"2000","GM003","25_35","M",477,2374.62
"2000","GM004","25_35","M",2287,2382.2
"2000","GM005","25_35","M",530,2393.43
"2000","GM006","25_35","M",379,2399.54
"2000","GM007","25_35","M",437,2418.47
"2000","GM008","25_35","M",2115,2386.78
"2000","GM009","25_35","M",1403,2382.19
"2000","GM010","25_35","M",2156,2384.55
"2000","GM011","25_35","M",1610,2391.15
"2000","GM012","25_35","M",752,2372.28
"2000","GM013","25_35","M",1509,2396.42
"2000","GM014","25_35","M",430,2382.84
"2000","GM015","25_35","M",1871,2403.53
"2000","GM016","25_35","M",335,2400.24
"2000","GM017","25_35","M",1486,2382.5
"2000","GM018","25_35","M",1932,2372.21
"2000","GM019","25_35","M",546,2408.76
"2000","GM020","25_35","M",553,2412.95
"2000","GM021","25_35","M",2178,2371.82
"2000","GM022","25_35","M",2487,2372.61
"2000","GM023","25_35","M",2194,2394.4
"2000","GM024","25_35","M",2077,2367.12
"2000","GM025","25_35","M",891,2373.75
"2000","GM026","25_35","M",1681,2380.38
"2000","GM027","25_35","M",756,2409.42
"2000","GM028","25_35","M",410,2395.1
"2000","GM029","25_35","M",2113,2390.89
"2000","GM030","25_35","M",592,2394.47
"2000","GM031","25_35","M",2630,2389.11
"2000","GM032","25_35","M",671,2381.88
"2000","GM033","25_35","M",565,2379.97
"2000","GM034","25_35","M",1248,2395.68
"2000","GM035","25_35","M",1562,2380.76
"2000","GM036","25_35","M",477,2424.86
"2000","GM037","25_35","M",480,2379.06
"2000","GM038","25_35","M",1169,2391.11
"2000","GM039","25_35","M",1052,2413.54
"2000","GM040","25_35","M",818,2392.72
"2000","GM041","25_35","M",780,2424.41
"2000","GM042","25_35","M",2404,2376.42
"2000","GM043","25_35","M",1091,2398.37
"2000","GM044","25_35","M",477,2411.46
"2000","GM045","25_35","M",1246,2367.74
"2000","GM046","25_35","M",1019,2389.24
"2000","GM047","25_35","M",1115,2386.88
"2000","GM048","25_35","M",493,2344.27
"2000","GM049","25_35","M",330,2389.28
"2000","GM050","25_35","M",1726,2379.84
"2000","GM051","25_35","M",1908,2380.29
"2000","GM052","25_35","M",2172,2386.87
"2000","GM053","25_35","M",2055,2381.86
"2000","GM054","25_35","M",687,2402.04
"2000","GM055","25_35","M",2028,2377.86
"2000","GM056","25_35","M",1704,2394.05
"2000","GM057","25_35","M",2171,2385.35
"2000","GM058","25_35","M",2475,2376.51
"2000","GM059","25_35","M",1277,2383.73
"2000","GM060","25_35","M",1816,2393.65
"2000","GM061","25_35","M",2104,2385.35
"2000","GM062","25_35","M",1852,2391.9
"2000","GM063","25_35","M",539,2382.3
"2000","GM064","25_35","M",1900,2380.16
"2000","GM065","25_35","M",1580,2393.8
"2000","GM066","25_35","M",1015,2369.85
"2000","GM067","25_35","M",2369,2370.19
"2000","GM068","25_35","M",680,2386.33
"2000","GM069","25_35","M",894,2404.4
"2000","GM070","25_35","M",2537,2382.14
"2000","GM071","25_35","M",1189,2393.57
"2000","GM072","25_35","M",869,2380.79
"2000","GM073","25_35","M",2074,2399.33
"2000","GM074","25_35","M",1261,2386.23
"2000","GM075","25_35","M",743,2361.51
"2000","GM076","25_35","M",2431,2386.62
"2000","GM077","25_35","M",423,2405.51
"2000","GM078","25_35","M",2255,2389.67
"2000","GM079","25_35","M",332,2365.41
"2000","GM080","25_35","M",1845,2394.82
"2000","GM081","25_35","M",1450,2381.69
"2000","GM082","25_35","M",1357,2401.79
"2000","GM083","25_35","M",2030,2386.7
"2000","GM084","25_35","M",2203,2398.78
"2000","GM085","25_35","M",2237,2376.51
"2000","GM086","25_35","M",1116,2385.63
"2000","GM087","25_35","M",541,2383.03
"2000","GM088","25_35","M",1563,2383.93
"2000","GM089","25_35","M",345,2365.62
"2000","GM090","25_35","M",1620,2374.48
"2000","GM091","25_35","M",1596,2375.21
"2000","GM092","25_35","M",1268,2391.44
"2000","GM093","25_35","M",2454,2386.95
"2000","GM094","25_35","M",1242,2384.61
"2000","GM095","25_35","M",1367,2394.67
"2000","GM096","25_35","M",1846,2370.57
"2000","GM097","25_35","M",1809,2369.54
"2000","GM098","25_35","M",2217,2386.2
"2000","GM099","25_35","M",570,2409.92
"2000","GM100","25_35","M",1587,2396.46
"2000","GM001","35_45","F",321,2165.61
"2000","GM002","35_45","F",550,2184.39
"2000","GM003","35_45","F",174,2180.47
"2000","GM004","35_45","F",964,2172.99
"2000","GM005","35_45","F",230,2212.99
"2000","GM006","35_45","F",167,2186.55
"2000","GM007","35_45","F",196,2178.56
"2000","GM008","35_45","F",912,2200.69
"2000","GM009","35_45","F",569,2205.1
"2000","GM010","35_45","F",886,2168.27
"2000","GM011","35_45","F",713,2182.55
"2000","GM012","35_45","F",278,2183.52
"2000","GM013","35_45","F",645,2182.11
"2000","GM014","35_45","F",179,2213.11
"2000","GM015","35_45","F",825,2192.36
"2000","GM016","35_45","F",160,2188.81
"2000","GM017","35_45","F",622,2160.68
"2000","GM018","35_45","F",852,2161.68
"2000","GM019","35_45","F",217,2166.34
"2000","GM020","35_45","F",239,2179.66
"2000","GM021","35_45","F",963,2194.38
"2000","GM022","35_45","F",1106,2180.64
"2000","GM023","35_45","F",981,2189.27
"2000","GM024","35_45","F",892,2179.64
"2000","GM025","35_45","F",378,2196.29
"2000","GM026","35_45","F",682,2183.55
"2000","GM027","35_45","F",355,2184.65
"2000","GM028","35_45","F",156,2176.57
"2000","GM029","35_45","F",923,2178.32
"2000","GM030","35_45","F",281,2172.07
"2000","GM031","35_45","F",1042,2186.78
"2000","GM032","35_45","F",277,2212.23
"2000","GM033","35_45","F",266,2153.2
"2000","GM034","35_45","F",493,2181.76
"2000","GM035","35_45","F",708,2172.38
"2000","GM036","35_45","F",168,2204.71
"2000","GM037","35_45","F",215,2180.69
"2000","GM038","35_45","F",525,2182.85
"2000","GM039","35_45","F",429,2173.7
"2000","GM040","35_45","F",326,2146.46
"2000","GM041","35_45","F",292,2225.4
"2000","GM042","35_45","F",993,2167.67
"2000","GM043","35_45","F",456,2188.81
"2000","GM044","35_45","F",199,2158.46
"2000","GM045","35_45","F",588,2192.49
"2000","GM046","35_45","F",458,2162.98
"2000","GM047","35_45","F",463,2180.23
"2000","GM048","35_45","F",206,2149.24
"2000","GM049","35_45","F",154,2194.54
"2000","GM050","35_45","F",695,2178.27
"2000","GM051","35_45","F",855,2161.81
"2000","GM052","35_45","F",901,2195.78
"2000","GM053","35_45","F",860,2161.14
"2000","GM054","35_45","F",287,2221.14
"2000","GM055","35_45","F",897,2207.24
"2000","GM056","35_45","F",773,2166.62
"2000","GM057","35_45","F",968,2176.16
"2000","GM058","35_45","F",1077,2194.35
"2000","GM059","35_45","F",523,2184.96
"2000","GM060","35_45","F",790,2182.07
"2000","GM061","35_45","F",920,2163.94
"2000","GM062","35_45","F",809,2183.97
"2000","GM063","35_45","F",223,2198.37
"2000","GM064","35_45","F",863,2205.68
"2000","GM065","35_45","F",725,2168.4
"2000","GM066","35_45","F",431,2179.9
"2000","GM067","35_45","F",1012,2166.06
"2000","GM068","35_45","F",295,2173.39
"2000","GM069","35_45","F",383,2194.51
"2000","GM070","35_45","F",1006,2196.9
"2000","GM071","35_45","F",492,2200.72
"2000","GM072","35_45","F",379,2149.75
"2000","GM073","35_45","F",902,2176.98
"2000","GM074","35_45","F",557,2189.97
"2000","GM075","35_45","F",327,2180.4
"2000","GM076","35_45","F",1037,2189.03
"2000","GM077","35_45","F",197,2207.31
"2000","GM078","35_45","F",985,2176.48
"2000","GM079","35_45","F",142,2290.77
"2000","GM080","35_45","F",857,2169.56
"2000","GM081","35_45","F",612,2228.35
"2000","GM082","35_45","F",634,2167.09
"2000","GM083","35_45","F",849,2174.49
"2000","GM084","35_45","F",913,2182.42
"2000","GM085","35_45","F",981,2173.32
"2000","GM086","35_45","F",510,2163.22
"2000","GM087","35_45","F",237,2215.21
"2000","GM088","35_45","F",684,2169.47
"2000","GM089","35_45","F",145,2140.12
"2000","GM090","35_45","F",721,2174.57
"2000","GM091","35_45","F",676,2191.47
"2000","GM092","35_45","F",566,2193.76
"2000","GM093","35_45","F",981,2193.91
"2000","GM094","35_45","F",519,2141.83
"2000","GM095","35_45","F",574,2183.54
"2000","GM096","35_45","F",800,2204.4
"2000","GM097","35_45","F",803,2189.39
"2000","GM098","35_45","F",955,2184.2
"2000","GM099","35_45","F",271,2156.21
"2000","GM100","35_45","F",688,2163
"2000","GM001","35_45","M",789,2674.57
"2000","GM002","35_45","M",1205,2703.62
"2000","GM003","35_45","M",448,2725.39
"2000","GM004","35_45","M",2421,2687.48
"2000","GM005","35_45","M",537,2689.12
"2000","GM006","35_45","M",371,2655.82
"2000","GM007","35_45","M",446,2682.54
"2000","GM008","35_45","M",2240,2684.73
"2000","GM009","35_45","M",1351,2682.72
"2000","GM010","35_45","M",2138,2679.72
"2000","GM011","35_45","M",1616,2686.95
"2000","GM012","35_45","M",745,2706.56
"2000","GM013","35_45","M",1526,2675.78
"2000","GM014","35_45","M",454,2746.69
"2000","GM015","35_45","M",1805,2695.56
"2000","GM016","35_45","M",355,2692.28
"2000","GM017","35_45","M",1415,2662.93
"2000","GM018","35_45","M",1957,2681.14
"2000","GM019","35_45","M",488,2699.45
"2000","GM020","35_45","M",510,2660.25
"2000","GM021","35_45","M",2241,2686.56
"2000","GM022","35_45","M",2567,2687.74
"2000","GM023","35_45","M",2122,2682.66
"2000","GM024","35_45","M",2095,2690.02
"2000","GM025","35_45","M",873,2685.56
"2000","GM026","35_45","M",1698,2677.37
"2000","GM027","35_45","M",804,2690.16
"2000","GM028","35_45","M",394,2695.25
"2000","GM029","35_45","M",2213,2678.95
"2000","GM030","35_45","M",626,2660.46
"2000","GM031","35_45","M",2581,2677.75
"2000","GM032","35_45","M",654,2683.99
"2000","GM033","35_45","M",591,2696.23
"2000","GM034","35_45","M",1199,2681.93
"2000","GM035","35_45","M",1563,2688.22
"2000","GM036","35_45","M",472,2674.65
"2000","GM037","35_45","M",469,2644.28
"2000","GM038","35_45","M",1197,2694.78
"2000","GM039","35_45","M",1025,2686.57
"2000","GM040","35_45","M",744,2677.56
"2000","GM041","35_45","M",702,2699.48
"2000","GM042","35_45","M",2419,2693.76
"2000","GM043","35_45","M",1110,2673.79
"2000","GM044","35_45","M",491,2665.87
"2000","GM045","35_45","M",1310,2697.59
"2000","GM046","35_45","M",1027,2710.3
"2000","GM047","35_45","M",1191,2709.83
"2000","GM048","35_45","M",530,2675.44
"2000","GM049","35_45","M",319,2687.45
"2000","GM050","35_45","M",1679,2680.88
"2000","GM051","35_45","M",1861,2676.05
"2000","GM052","35_45","M",2155,2683.99
"2000","GM053","35_45","M",2088,2690.32
"2000","GM054","35_45","M",687,2670.65
"2000","GM055","35_45","M",2027,2689.07
"2000","GM056","35_45","M",1698,2692.3
"2000","GM057","35_45","M",2336,2684.17
"2000","GM058","35_45","M",2514,2694.81
"2000","GM059","35_45","M",1323,2684.2
"2000","GM060","35_45","M",1861,2692.37
"2000","GM061","35_45","M",2070,2672.63
"2000","GM062","35_45","M",1856,2684.88
"2000","GM063","35_45","M",497,2700.12
"2000","GM064","35_45","M",1933,2674.34
"2000","GM065","35_45","M",1601,2673.61
"2000","GM066","35_45","M",981,2687.85
"2000","GM067","35_45","M",2308,2697.54
"2000","GM068","35_45","M",701,2655
"2000","GM069","35_45","M",886,2677.57
"2000","GM070","35_45","M",2416,2692.12
"2000","GM071","35_45","M",1183,2682.77
"2000","GM072","35_45","M",907,2678.69
"2000","GM073","35_45","M",2067,2686.98
"2000","GM074","35_45","M",1240,2695.46
"2000","GM075","35_45","M",742,2658.08
"2000","GM076","35_45","M",2367,2682.73
"2000","GM077","35_45","M",442,2685.61
"2000","GM078","35_45","M",2246,2681.16
"2000","GM079","35_45","M",340,2693.99
"2000","GM080","35_45","M",1839,2693.25
"2000","GM081","35_45","M",1472,2668.67
"2000","GM082","35_45","M",1359,2676.69
"2000","GM083","35_45","M",2024,2673.05
"2000","GM084","35_45","M",2121,2691.7
"2000","GM085","35_45","M",2164,2692.53
"2000","GM086","35_45","M",1094,2691.58
"2000","GM087","35_45","M",567,2672.64
"2000","GM088","35_45","M",1672,2697.11
"2000","GM089","35_45","M",362,2660.4
"2000","GM090","35_45","M",1654,2685.37
"2000","GM091","35_45","M",1584,2690.77
"2000","GM092","35_45","M",1360,2693.46
"2000","GM093","35_45","M",2545,2701.08
"2000","GM094","35_45","M",1336,2673.86
"2000","GM095","35_45","M",1313,2715.14
"2000","GM096","35_45","M",1848,2690.25
"2000","GM097","35_45","M",1904,2687.16
"2000","GM098","35_45","M",2208,2685.15
"2000","GM099","35_45","M",650,2719.2
"2000","GM100","35_45","M",1542,2668.95
"2000","GM001","45_55","F",345,2503.43
"2000","GM002","45_55","F",556,2486.22
"2000","GM003","45_55","F",184,2506.7
"2000","GM004","45_55","F",989,2475.56
"2000","GM005","45_55","F",214,2517.14
"2000","GM006","45_55","F",179,2398.14
"2000","GM007","45_55","F",180,2471.69
"2000","GM008","45_55","F",884,2505.64
"2000","GM009","45_55","F",588,2481.94
"2000","GM010","45_55","F",914,2493.19
"2000","GM011","45_55","F",662,2493.59
"2000","GM012","45_55","F",317,2496.4
"2000","GM013","45_55","F",629,2465.98
"2000","GM014","45_55","F",175,2494.85
"2000","GM015","45_55","F",810,2463.53
"2000","GM016","45_55","F",142,2504.61
"2000","GM017","45_55","F",613,2455.28
"2000","GM018","45_55","F",889,2478.43
"2000","GM019","45_55","F",212,2492.23
"2000","GM020","45_55","F",243,2453.36
"2000","GM021","45_55","F",942,2486.7
"2000","GM022","45_55","F",1118,2470.94
"2000","GM023","45_55","F",953,2496.63
"2000","GM024","45_55","F",840,2493.32
"2000","GM025","45_55","F",374,2441.77
"2000","GM026","45_55","F",736,2449.67
"2000","GM027","45_55","F",317,2527.57
"2000","GM028","45_55","F",147,2465.42
"2000","GM029","45_55","F",883,2452.62
"2000","GM030","45_55","F",282,2525.72
"2000","GM031","45_55","F",1044,2485.32
"2000","GM032","45_55","F",266,2448.69
"2000","GM033","45_55","F",255,2518.7
"2000","GM034","45_55","F",515,2460.36
"2000","GM035","45_55","F",655,2497.03
"2000","GM036","45_55","F",206,2479.09
"2000","GM037","45_55","F",219,2505.3
"2000","GM038","45_55","F",505,2486.23
"2000","GM039","45_55","F",379,2535.78
"2000","GM040","45_55","F",348,2499.11
"2000","GM041","45_55","F",343,2450.83
"2000","GM042","45_55","F",1085,2471.35
"2000","GM043","45_55","F",456,2454.24
"2000","GM044","45_55","F",214,2520.45
"2000","GM045","45_55","F",523,2481.98
"2000","GM046","45_55","F",485,2456.69
"2000","GM047","45_55","F",494,2533.97
"2000","GM048","45_55","F",182,2459.69
"2000","GM049","45_55","F",150,2454.36
"2000","GM050","45_55","F",765,2471.33
"2000","GM051","45_55","F",793,2472.61
"2000","GM052","45_55","F",895,2497.86
"2000","GM053","45_55","F",847,2458.76
"2000","GM054","45_55","F",283,2496.94
"2000","GM055","45_55","F",858,2476.72
